filepath,line_no,symbol,preview
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,2,module, ProgressMonitor - プロジェクト進捗監視とアラート生成 
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,21,AlertLevel,アラートレベル
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,27,MonitoringMetric,監視メトリック
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,37,ProgressAlert,進捗アラート
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,51,ProgressReport,進捗レポート
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,63,ProgressMonitor,プロジェクト進捗監視システム
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,84,ProgressMonitor.monitor_project,プロジェクトの進捗を監視してレポートを生成
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,127,ProgressMonitor.monitor_all_projects,全プロジェクトの進捗を監視
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,146,ProgressMonitor._check_task_overdue,遅延タスクのチェック
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,200,ProgressMonitor._check_phase_delay,フェーズ遅延のチェック
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,245,ProgressMonitor._check_completion_rate,完了率のチェック
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,291,ProgressMonitor._check_blocker_duration,ブロッカー継続期間のチェック
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,349,ProgressMonitor._check_activity_stagnation,活動停滞のチェック
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,387,ProgressMonitor._generate_task_summary,タスクサマリーを生成
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,420,ProgressMonitor._calculate_metrics,メトリクスを計算
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,438,ProgressMonitor._calculate_risk_score,リスクスコア計算 (0.0-1.0)
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,456,ProgressMonitor._generate_predictions,完了予測を生成
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,494,ProgressMonitor._assess_overall_health,全体的な健康状態を評価
/Users/hiraku/projects/vpm-ariade/core/progress_monitor.py,512,ProgressMonitor.get_project_health_summary,全プロジェクトの健康状態サマリーを取得
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,2,module, Project Content Analyzer - AIによるプロジェクト内...
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,21,ProjectComplexity,プロジェクトの複雑度
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,28,ProjectAnalysis,プロジェクト分析結果
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,39,ProjectContentAnalyzer,プロジェクト内容の分析
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,42,ProjectContentAnalyzer.__init__,         初期化                  Args:     ...
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,54,ProjectContentAnalyzer.analyze_project_description,         プロジェクト概要から必要情報を推論              ...
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,98,ProjectContentAnalyzer._build_analysis_prompt,分析用システムプロンプトを構築
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,192,ProjectContentAnalyzer._parse_analysis_response,AI応答をパースしてProjectAnalysisオブジェクトに変換
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,224,ProjectContentAnalyzer._create_fallback_analysis,分析失敗時のフォールバック
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,295,ProjectContentAnalyzer.apply_analysis_to_schema,         分析結果を動的スキーマに適用                 ...
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,377,ProjectContentAnalyzer.analyze_and_initialize_project,         プロジェクト分析とスキーマ初期化を一括実行          ...
/Users/hiraku/projects/vpm-ariade/core/project_analyzer.py,402,analyze_project_and_create_schema,     プロジェクト分析とスキーマ作成のヘルパー関数          Arg...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,2,module, Self-checker diff functionality for pro...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,17,compare_snapshots,     Compare two project snapshots and r...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,49,check_project_changes,     Check for changes in a project by c...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,89,generate_update_candidates,     Generate update candidates by compa...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,151,extract_new_data_from_chat,     Extract structured data from chat c...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,262,generate_diff_summary,     Generate a human-readable summary o...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,348,validate_update_candidate,     Validate an update candidate for co...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,434,_format_value_for_display,     Format a value for human-readable d...
/Users/hiraku/projects/vpm-ariade/core/project_diff.py,460,apply_update_candidates,     Apply validated update candidates t...
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,2,module, Project Data Normalizer - プロジェクトデータ統一化シ...
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,16,ProjectNormalizer,プロジェクトデータの統一化
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,48,ProjectNormalizer.normalize_all_projects,全プロジェクトを統一化
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,77,ProjectNormalizer.normalize_project,単一プロジェクトの統一化
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,114,ProjectNormalizer._normalize_data,データの統一化実行
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,182,ProjectNormalizer._normalize_task,単一タスクの統一化
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,203,ProjectNormalizer.validate_project_consistency,プロジェクト間の一貫性検証
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,244,ProjectNormalizer._check_schema_compliance,スキーマ準拠性の検証
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,274,normalize_all_projects,全プロジェクト統一化のエントリーポイント
/Users/hiraku/projects/vpm-ariade/core/project_normalizer.py,279,validate_project_consistency,プロジェクト一貫性検証のエントリーポイント
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,2,module, project_prompt.py - Generate project-sp...
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,20,get_project_prompt,     Generate project-specific context p...
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,172,get_available_project_ids,     Get list of available project IDs f...
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,205,get_project_summary,     Get a brief summary of a project fo...
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,252,_read,Helper function to read file content
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,257,get_system_prompt,Get system prompt with caching for perfo...
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,288,get_cached_project_context,Get project context with caching
/Users/hiraku/projects/vpm-ariade/core/project_prompt.py,297,get_full_system_prompt,Get full system prompt including project...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,21,_autogen_id,Generate unique project ID with format p...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,28,create_project,"Create a new Project instance, save snap..."
/Users/hiraku/projects/vpm-ariade/core/project_service.py,50,set_status,Update project status and timestamp
/Users/hiraku/projects/vpm-ariade/core/project_service.py,64,add_task,Add a task to a project with sequential ...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,102,remove_task,Remove a task from a project by task ID
/Users/hiraku/projects/vpm-ariade/core/project_service.py,132,remove_duplicate_tasks,Remove duplicate tasks based on descript...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,172,get_project,     Get project data by ID.          Ar...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,196,update_project_field,     Update a single field in a project....
/Users/hiraku/projects/vpm-ariade/core/project_service.py,244,merge_updates,     Apply update candidates to a projec...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,313,apply_updates,     Apply updates and optionally commit...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,344,list_projects,     List all projects with their basic ...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,383,delete_project,     Delete a project file.          Arg...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,408,update_task_status,     Update the status of a specific tas...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,469,clean_meaningless_tasks,     無意味なタスクを自動削除          Args:        ...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,544,remove_task_by_description,     説明文に基づいてタスクを削除          Args:      ...
/Users/hiraku/projects/vpm-ariade/core/project_service.py,617,_load_project_schema,Load project schema for validation
/Users/hiraku/projects/vpm-ariade/core/project_service.py,632,apply_property_patch,     Generic Property Patch - Apply mult...
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,1,module, Prompt Builder for Kai VPM - JSON安定化とトー...
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,23,PromptBuilder,安全なJSON出力とトークン管理を行うプロンプトビルダー
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,26,PromptBuilder.__init__,PromptBuilderを初期化
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,31,PromptBuilder._load_prompt_rules,docs/prompt_rules.mdからルールを読み込み
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,50,PromptBuilder.estimate_tokens,テキストのトークン数を概算
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,55,PromptBuilder.truncate_conversation_summary,会話履歴を指定トークン数以内に切り詰め
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,81,PromptBuilder.build_system_prompt,システムプロンプトを構築
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,82,base_prompt,あなたは経験豊富なバーチャルプロジェクトマネージャーです。 ユーザーとの自然な対...
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,117,PromptBuilder.build_unified_prompt,統一プロンプトを構築（トークン制限付き）
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,152,PromptBuilder._summarize_project_context,プロジェクト状況を要約（詳細情報含む・質問内容に適応）
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,229,PromptBuilder._identify_relevant_fields,質問内容から関連するフィールドを特定
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,265,PromptBuilder._summarize_conversation_history,会話履歴を要約（制限なし）
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,281,PromptBuilder.safe_json_response,安全なJSON文字列を生成（エスケープ重複を防ぐ）
/Users/hiraku/projects/vpm-ariade/core/prompt_builder.py,299,create_prompt_builder,PromptBuilderのファクトリ関数
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,1,module, Prompt Logger for Kai VPM  Context mana...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,21,PromptLogger,Manages logging of LLM API calls with AI...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,28,PromptLogger.__init__,Initialize the prompt logger
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,34,PromptLogger._ensure_log_directory,Ensure the log directory exists
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,47,PromptLogger._get_current_log_file,Get the current log file path with 5MB r...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,57,PromptLogger._should_rotate_log_file,Check if log file should be rotated base...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,73,PromptLogger._generate_log_file_path,Generate log file path with YYYYMMDD_HH ...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,95,PromptLogger._is_duplicate_log,Check if log entry is duplicate using ha...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,140,PromptLogger._log_dedup_skip,Log deduplication skip to separate file
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,161,PromptLogger._validate_token_metrics,Validate token metrics and detect anomal...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,178,PromptLogger._log_metrics_anomaly,Log token metrics anomaly
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,201,PromptLogger._validate_and_fallback_kind,Validate kind enum and fallback to 'unkn...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,224,PromptLogger.log_call,         Context manager for logging LLM...
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,264,PromptLogger.log_request,Capture request data
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,272,PromptLogger.log_response,Capture response data and token counts
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,278,PromptLogger.log_error,Capture error information
/Users/hiraku/projects/vpm-ariade/core/prompt_logger.py,368,log_call,     Convenience function for logging LL...
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,2,module, Adaptive Question Generator - 適応的質問生成 文...
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,21,QuestionType,質問のタイプ
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,29,QuestionUrgency,質問の緊急度
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,37,Question,質問オブジェクト
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,65,ConversationContext,会話の文脈情報
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,76,AdaptiveQuestionGenerator,適応的質問生成
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,79,AdaptiveQuestionGenerator.__init__,         初期化                  Args:     ...
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,101,AdaptiveQuestionGenerator.generate_contextual_questions,         文脈に応じた質問を生成                  Ar...
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,139,AdaptiveQuestionGenerator._get_candidate_questions,候補質問を取得
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,168,AdaptiveQuestionGenerator._check_prerequisites,前提条件をチェック
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,180,AdaptiveQuestionGenerator._determine_urgency,質問の緊急度を判定
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,200,AdaptiveQuestionGenerator._determine_question_type,質問タイプを判定
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,209,AdaptiveQuestionGenerator._extract_relevant_context,関連する文脈を抽出
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,218,AdaptiveQuestionGenerator._get_field_prerequisites,フィールドの前提条件を取得
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,225,AdaptiveQuestionGenerator._get_follow_up_fields,フォローアップフィールドを取得
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,235,AdaptiveQuestionGenerator._enhance_questions_with_ai,AIを使用して質問を改善
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,281,AdaptiveQuestionGenerator._build_question_enhancement_prompt,質問改善用システムプロンプトを構築
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,340,AdaptiveQuestionGenerator._format_recent_conversation,最近の会話を整形
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,353,AdaptiveQuestionGenerator._create_project_summary,プロジェクト情報の要約を作成
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,377,AdaptiveQuestionGenerator._format_candidate_questions,候補質問をフォーマット
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,390,AdaptiveQuestionGenerator._parse_enhanced_questions,AI応答を解析して改善された質問を取得
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,435,AdaptiveQuestionGenerator._prioritize_questions,質問の優先順位を決定
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,472,AdaptiveQuestionGenerator._get_fallback_questions,フォールバック用の基本質問
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,504,AdaptiveQuestionGenerator.determine_question_timing,質問すべきタイミングかを判定
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,531,AdaptiveQuestionGenerator._check_timing_conditions,タイミング条件をチェック
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,568,AdaptiveQuestionGenerator._is_suitable_timing,個別質問のタイミング適性を判定
/Users/hiraku/projects/vpm-ariade/core/question_generator.py,592,create_conversation_context,会話文脈を作成するヘルパー関数
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,2,module, Reanalysis UI Components - 再分析UI コンポーネン...
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,17,ReanalysisUI,再分析機能のUIコンポーネント
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,23,ReanalysisUI.render_reanalysis_interface,再分析インターフェースの描画
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,55,ReanalysisUI._render_single_date_reanalysis,単一日付の再分析UI
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,103,ReanalysisUI._render_batch_reanalysis,一括再分析UI
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,131,ReanalysisUI._render_reanalysis_history,再分析履歴の表示
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,156,ReanalysisUI._show_conversation_preview,会話内容のプレビュー表示
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,182,ReanalysisUI._execute_reanalysis,再分析の実行
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,237,ReanalysisUI._execute_batch_reanalysis,一括再分析の実行
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,270,ReanalysisUI._execute_conversation_migration,会話ログ移行の実行
/Users/hiraku/projects/vpm-ariade/core/reanalysis_ui.py,295,render_reanalysis_interface,再分析インターフェースの描画（関数版）
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,2,module, ScheduleManager - 統合スケジュール管理システム 
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,22,TaskPriority,タスク優先度
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,29,ResourceType,リソースタイプ
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,37,ScheduleEvent,スケジュールイベント
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,54,ResourceAllocation,リソース配分
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,65,ScheduleConflict,スケジュール競合
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,77,ScheduleRecommendation,スケジュール推奨事項
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,89,ScheduleManager,統合スケジュール管理システム
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,117,ScheduleManager.generate_project_schedule,プロジェクトスケジュールを生成
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,180,ScheduleManager.check_schedule_conflicts,スケジュール競合をチェック
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,212,ScheduleManager.generate_schedule_recommendations,スケジュール推奨事項を生成
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,241,ScheduleManager.get_upcoming_deadlines,今後の期限を取得
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,288,ScheduleManager.get_resource_utilization,リソース利用状況を取得
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,360,ScheduleManager._convert_tasks_to_events,タスクをスケジュールイベントに変換
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,410,ScheduleManager._determine_task_priority,タスクの優先度を決定
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,434,ScheduleManager._get_task_completion,タスクの完了率を取得
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,445,ScheduleManager._get_task_status,タスクのステータスを取得
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,456,ScheduleManager._analyze_dependencies,依存関係を解析
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,466,ScheduleManager._calculate_critical_path,クリティカルパスを計算
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,485,ScheduleManager._optimize_resource_allocation,リソース配分を最適化
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,505,ScheduleManager._generate_milestones,マイルストーンを生成
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,529,ScheduleManager._calculate_completion_date,完了予定日を計算
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,545,ScheduleManager._calculate_schedule_metrics,スケジュールメトリクスを計算
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,572,ScheduleManager._save_schedule,スケジュールを保存
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,583,ScheduleManager._load_schedule,スケジュールを読み込み
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,598,ScheduleManager._check_resource_conflicts,リソース競合をチェック
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,641,ScheduleManager._check_deadline_conflicts,期限競合をチェック
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,681,ScheduleManager._check_dependency_conflicts,依存関係競合をチェック
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,688,ScheduleManager._recommend_task_priorities,タスク優先度の推奨
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,729,ScheduleManager._recommend_resource_allocation,リソース配分の推奨
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,765,ScheduleManager._recommend_schedule_optimizations,スケジュール最適化の推奨
/Users/hiraku/projects/vpm-ariade/core/schedule_manager.py,795,ScheduleManager._recommend_risk_mitigations,リスク軽減の推奨
/Users/hiraku/projects/vpm-ariade/core/self_checker/__init__.py,1,module, Self-checker module for project snapsho...
/Users/hiraku/projects/vpm-ariade/core/self_checker/scan_capabilities.py,1,module, scan_capabilities.py – Self‑Checker cor...
/Users/hiraku/projects/vpm-ariade/core/self_checker/scan_capabilities.py,61,run_pycg,pycg を実行して callgraph JSON を生成。既にある場合はスキッ...
/Users/hiraku/projects/vpm-ariade/core/self_checker/scan_capabilities.py,100,find_streamlit_entrypoints,app.py を AST 解析し、st.button などから呼ばれる関数名を取...
/Users/hiraku/projects/vpm-ariade/core/self_checker/scan_capabilities.py,131,find_click_entrypoints,Click の @click.command デコレータが付与された関数を検出
/Users/hiraku/projects/vpm-ariade/core/self_checker/scan_capabilities.py,147,find_github_actions_entrypoints,YAML 内の `run: python xxx.py` を抽出し、スクリプト名...
/Users/hiraku/projects/vpm-ariade/core/self_introspection.py,3,module,Kai self‑introspection utilities.  * 比較対...
/Users/hiraku/projects/vpm-ariade/core/self_introspection.py,46,_norm,大小文字・前後空白を無視した ID 正規化
/Users/hiraku/projects/vpm-ariade/core/self_introspection.py,65,run_kai_self_check,Run diagnostics; return diff/missing/vio...
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,2,module, Simple Conversation Analyzer - シンプルな会話分...
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,17,SimpleConversationAnalyzer,シンプルな会話分析器
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,26,SimpleConversationAnalyzer.analyze_and_update_project,         会話を分析してプロジェクト情報を更新             ...
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,168,SimpleConversationAnalyzer._format_conversation,会話を読みやすい形式に整形
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,178,SimpleConversationAnalyzer._build_update_prompt,プロジェクト情報更新用のシステムプロンプト
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,241,SimpleConversationAnalyzer._parse_update_response,AI応答をパースして更新情報を取得
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,260,SimpleConversationAnalyzer._apply_updates,更新を適用
/Users/hiraku/projects/vpm-ariade/core/simple_conversation_analyzer.py,310,analyze_conversation_simple,     シンプルな会話分析のヘルパー関数          Args:    ...
/Users/hiraku/projects/vpm-ariade/core/snapshot_utils.py,3,module,Utility: regenerate master_snapshot.json...
/Users/hiraku/projects/vpm-ariade/core/snapshot_utils.py,17,regenerate_master_snapshot,Generate master_snapshot.json using the ...
/Users/hiraku/projects/vpm-ariade/core/snapshot_utils.py,45,get_function_snapshot_min,各 .py ファイルに含まれる関数名だけを抽出（件数制限なし）
/Users/hiraku/projects/vpm-ariade/core/structure_scanner.py,9,scan_project_structure,     プロジェクトのディレクトリ構造と主要ファイル一覧を辞書形式で返す。  ...
/Users/hiraku/projects/vpm-ariade/core/structure_scanner.py,24,get_structure_snapshot,     プロジェクト構造を取得し、JSONに保存したうえで UI 用にリスト形...
/Users/hiraku/projects/vpm-ariade/core/tagging.py,17,generate_tags,テキスト内容に基づき、最大3個の日本語タグを返す
/Users/hiraku/projects/vpm-ariade/core/tagging.py,36,save_tags,     指定されたMarkdownファイルに対応する.tagsファイルを作成し...
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,2,module, Enhanced UI Components for Kai VPM UI/U...
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,18,ProjectVisualization,プロジェクト視覚化コンポーネント
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,22,ProjectVisualization.render_project_card,プロジェクトカード表示
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,25,card_style,             <style>             .projec...
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,69,ProjectVisualization.render_schema_progress,動的スキーマの進捗可視化
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,119,ProjectVisualization.render_field_cards,フィールド状況をカード形式で表示
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,144,ProjectVisualization._render_single_field_card,個別フィールドカード
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,185,QuestionVisualization,質問表示コンポーネント
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,189,QuestionVisualization.render_question_cards,質問をカード形式で表示し、回答を収集
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,248,InteractiveComponents,インタラクティブコンポーネント
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,252,InteractiveComponents.render_project_selector,改良されたプロジェクト選択UI
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,279,InteractiveComponents.render_update_candidates,更新案を改良されたUIで表示
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,329,StatusIndicators,ステータス表示コンポーネント
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,333,StatusIndicators.render_project_health,プロジェクト健全性表示
/Users/hiraku/projects/vpm-ariade/core/ui_components.py,373,StatusIndicators.render_phase_progression,フェーズ進捗表示
/Users/hiraku/projects/vpm-ariade/core/utils.py,14,load_json,     JSONファイルを読み込んで返す。ファイルが存在しない場合は空の di...
/Users/hiraku/projects/vpm-ariade/core/utils.py,30,read_file,     指定されたファイルを読み取り文字列として返す。存在しない場合は空文字列...
/Users/hiraku/projects/vpm-ariade/core/utils.py,43,write_file,     指定されたパスに文字列を保存する。     
/Users/hiraku/projects/vpm-ariade/core/utils.py,57,ensure_output_dir,     指定パスのディレクトリを作成（既に存在すれば何もしない）。     
/Users/hiraku/projects/vpm-ariade/core/utils.py,70,safe_mkdir,     指定されたディレクトリを作成（存在チェック付き）。     
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,1,module, Model Validation Enforcer for Kai VPM  ...
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,19,enforce_gpt41_only,     Decorator to enforce GPT-4.1 usage ...
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,50,validate_openai_call_consistency,     Runtime validation function to chec...
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,82,ModelUsageMonitor,     Monitor and log all model usage acr...
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,90,ModelUsageMonitor.log_model_usage,         Log whenever a model is used by...
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,120,ModelUsageMonitor.get_compliance_report,         Generate a compliance report sh...
/Users/hiraku/projects/vpm-ariade/core/v2/model_validator.py,143,check_future_compatibility,     Ensure that any future additions to...
/Users/hiraku/projects/vpm-ariade/core/v2/openai_config.py,1,module, OpenAI Configuration Module for Kai VPM...
/Users/hiraku/projects/vpm-ariade/core/v2/openai_config.py,31,get_openai_model,     Get the required OpenAI model for a...
/Users/hiraku/projects/vpm-ariade/core/v2/openai_config.py,43,get_default_openai_params,     Get default parameters for OpenAI A...
